"title","date","dateavailable","unitype","areainfeet","numberbedrooms","image","price","location","url"
"4 1/2 rénové sur le Plateau / Avenue Laurier Ouest 1er Juillet","2021-03-04T16:58:56.000Z","2021-07-01T00:00:00.000Z","apartment",710,2,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/qrYAAOSw7ztgQRGa/$_57.JPG",1660,"124a Avenue Laurier O, Montréal, QC H2T 2N7, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-renove-sur-le-plateau-avenue-laurier-ouest-1er-juillet/1553829919"
"GRIFFINTOWN Grand Condo 4 1/2 avec électro-ménagers","2021-03-04T16:46:29.000Z","2021-06-01T00:00:00.000Z","condo",855,2,"https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/fBUAAOSwaRFgQQ3r/$_57.JPG",1720,"190 murray, H3C 2C7, Montreal, QC","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown-grand-condo-4-1-2-avec-electro-menagers/1553827648"
"4.5 à louer Iles des Soeurs/Nun's Island - 100 rue de Gaspé","2020-11-26T09:07:18.000Z","2021-07-01T00:00:00.000Z","apartment",1050,2,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/vlYAAOSwaQdfv3BF/$_57.JPG",1749,"100 rue de Gaspé, Verdun, QC, H3E 1E5","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-a-louer-iles-des-soeurs-nuns-island-100-rue-de-gaspe/1537921837"
"Plateau Mont-Royal(Mile-End) bijou cottage appartement","2021-03-04T16:53:09.000Z","2021-06-01T00:00:00.000Z","apartment",1000,2,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/W3wAAOSwNrdgQQs8/$_57.JPG",1750,", montreal h2t 1h4 QC, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-mont-royal-mile-end-bijou-cottage-appartement/1553828897"
"ONE BEDROOM APARTMENT CLOSE TO DOWNTOWN","2021-03-04T16:45:43.000Z","2021-07-01T00:00:00.000Z","apartment",1300,1,"https://i.ebayimg.com/00/s/MzQyWDUxMg==/z/0cMAAOSw~iVgQQ3u/$_57.JPG",1750,"4-1575 Avenue du Docteur-Penfield, Montréal, QC H3G 1C6, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/one-bedroom-apartment-close-to-downtown/1553827508"
"Le Président,5 1/2, CDN, Adj, Centre Ville, Wesmount","2020-06-11T03:40:23.000Z",,"apartment",0,3,"https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/sfYAAOSwjTBfMTAV/$_57.JPG",1775,"Des superbes appartements !, Montreal, QC, H3V 1C8","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-president-5-1-2-cdn-adj-centre-ville-wesmount/1505846093"
"Furnished condo for rent in the old port 1775$","2021-03-04T16:44:30.000Z","2021-05-01T04:00:00.000Z","condo",600,1,"https://i.ebayimg.com/00/s/Nzk4WDExMjU=/z/AmIAAOSwjs1gQQtM/$_57.JPG",1775,"221 Rue Saint-Jacques, Montréal, QC H2Y 1M6, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-condo-for-rent-in-the-old-port-1775/1553827272"
"*two months free* one bedroom one bathroom apartment - ID 877","2021-03-03T09:15:22.000Z","2021-03-15T00:00:00.000Z","apartment",585,1,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/GgAAAOSw629gP1Op/$_57.JPG",1795,"3468 Rue Drummond, Montreal, QC, H3G 1Y4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-one-bedroom-one-bathroom-apartment-id-877/1553629121"
"Renovated 3.5 + den near UDEM - ID 850","2021-03-02T09:18:07.000Z","2021-03-15T00:00:00.000Z","apartment",841,2,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/uh8AAOSwy8BgPgLM/$_57.JPG",1805,"3014 Avenue Van Horne, Montreal, QC, H3S 1R2","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-3-5-den-near-udem-id-850/1553469146"
"Superbe 6 1/2 Rénové ! Cours et jardins privé ! Coloc Bienvenue!","2021-03-04T16:54:34.000Z","2021-06-30T04:00:00.000Z","apartment",1200,4,"https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PJ8AAOSwB5tgQRGA/$_57.JPG",1840,"6709 12e Avenue, Montréal, QC H1X 3B2, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-6-1-2-renove-cours-et-jardins-prive-coloc-bienvenue/1553829155"
"*two months free* two bedroom one bathroom apartment - ID 876","2021-03-03T09:15:25.000Z","2021-03-15T00:00:00.000Z","apartment",849,2,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/rOoAAOSwvCpgP1Op/$_57.JPG",1845,"3468 Rue Drummond, Montreal, QC, H3G 1Y4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-two-bedroom-one-bathroom-apartment-id-876/1553629129"
"Condo penthouse anjou sur le lac","2021-03-04T17:00:59.000Z","2021-06-01T00:00:00.000Z","condo",1200,2.5,"https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/BQMAAOSwj4FgQYGb/$_57.JPG",1950,"10300 Boulevard des Galeries d'Anjou, Anjou, QC H1J 3C8, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-penthouse-anjou-sur-le-lac/1553830321"
"*two months free* two bedrooms two bathrooms - ID 883","2021-03-03T09:15:34.000Z","2021-03-15T00:00:00.000Z","apartment",1220,2,"https://i.ebayimg.com/00/s/MTYwMFgxMDY3/z/DQYAAOSwm9dgP1Op/$_57.JPG",1965,"3555 Cote-des-Neiges Road, Montreal, QC, H3H 1C5","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-two-bedrooms-two-bathrooms-id-883/1553629158"
"*two months free* two bedrooms two bathrooms - ID 887","2021-03-04T09:15:37.000Z","2021-03-15T00:00:00.000Z","apartment",1118,2,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/a-sAAOSwgjtgQKU2/$_57.JPG",1995,"3468 Rue Drummond, Montreal, QC, H3G 1Y4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-two-bedrooms-two-bathrooms-id-887/1553784395"
"*two months free* one bedroom one bathroom - ID 882","2021-03-03T09:15:31.000Z","2021-03-15T00:00:00.000Z","apartment",775,1,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/lO0AAOSwhvpgP1Oy/$_57.JPG",2145,"3555 Cote-des-Neiges Road, Montreal, QC, H3H 1C5","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-one-bedroom-one-bathroom-id-882/1553629149"
"*three months free* two bedroom two bathroom - ID 473","2021-03-03T09:15:23.000Z","2021-03-04T00:00:00.000Z","apartment",1118,2,"https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/-lUAAOSwkd9gP1Oq/$_57.JPG",2195,"3468 Rue Drummond, Montreal, QC, H3G 1Y4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/three-months-free-two-bedroom-two-bathroom-id-473/1553629124"
"TWO MONTHS FREE! Le Chambord (2 bedroom)","2021-03-04T16:49:50.000Z","2021-03-04T00:00:00.000Z","apartment",1200,2,"https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/I2wAAOSwPm5gQQ6U/$_57.JPG",2200,"de la Montagne, 1193 Rue de la Montagne, Montreal, QC H3G 1Z2, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-le-chambord-2-bedroom/1553828273"
"3 BEDROOM APARTMENT CLOSE TO DOWNTOWN","2021-03-04T16:56:21.000Z","2021-03-04T00:00:00.000Z","apartment",1000,3,"https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tYkAAOSw-HlgQREQ/$_57.JPG",2300,"103-3487 Rue Stanley, Montréal, QC H3A 1S2, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-bedroom-apartment-close-to-downtown/1553829465"
"2 free months, Spacious, W/D near Greene in Westmount - ID 432","2021-03-03T09:15:55.000Z","2021-03-04T00:00:00.000Z","apartment",1100,3,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/o9EAAOSwuvBgP1PI/$_57.JPG",2325,"1 Rosemount Avenue, Westmount, QC, H3Y 3G6","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-free-months-spacious-w-d-near-greene-in-westmount-id-432/1553629222"
"*three months free* two bedrooms two bathrooms - ID 889","2021-03-04T09:15:42.000Z","2021-03-04T00:00:00.000Z","apartment",1220,2,"https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/UKAAAOSwjhZgQKU5/$_57.JPG",2345,"3555 Cote-des-Neiges Road, Montreal, QC, H3H 1C5","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/three-months-free-two-bedrooms-two-bathrooms-id-889/1553784411"
"4 1/2 neuf à Griffintown – À proximité des universités","2020-06-10T23:18:02.000Z","2020-10-01T00:00:00.000Z","apartment",945,2,"https://i.ebayimg.com/00/s/MTYwMFgxNDY2/z/hI8AAOSw25dgAffJ/$_57.JPG",2430,"1310 rue Ottawa, Montréal, QC, H3C 2G6","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-neuf-a-griffintown-a-proximite-des-universites/1505786055"
"2 free months, Westmount near Greene avenue, W/D - ID 430","2021-03-03T09:15:55.000Z","2021-03-04T00:00:00.000Z","apartment",1250,4,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/ciIAAOSwZylgP1PF/$_57.JPG",2460,"1 Rosemount Avenue, Westmount, QC, H3Y 3G6","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-free-months-westmount-near-greene-avenue-w-d-id-430/1553629220"
"*two months free* two bedroom two bathroom apartment - ID 879","2021-03-03T09:15:28.000Z","2021-03-15T00:00:00.000Z","apartment",1206,2,"https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/LAcAAOSwqOZgP1Ov/$_57.JPG",2650,"3468 Rue Drummond, Montreal, QC, H3G 1Y4","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-months-free-two-bedroom-two-bathroom-apartment-id-879/1553629139"
"Maison de ville luxueuse à Griffintown - À proximité de tout","2020-06-10T23:18:04.000Z","2020-12-01T00:00:00.000Z","apartment",1018,2,"https://i.ebayimg.com/00/s/MzAwWDQwMA==/z/VGwAAOSwIKlfgDDR/$_57.JPG",3130,"1310 rue Ottawa, Montréal, QC, H3C 2G6","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-de-ville-luxueuse-a-griffintown-a-proximite-de-tout/1505786061"
"Recherche 3 1/2 sur la ligne bleu pour juillet","2021-03-04T16:57:44.000Z","2021-07-01T00:00:00.000Z","apartment",1,1,"",,", Montréal H3T 1L5 QC","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/recherche-3-1-2-sur-la-ligne-bleu-pour-juillet/1553829699"
"1 Chambre à sous-louer, grand 5 1/2, Station PAPINEAU","2021-03-04T16:28:53.000Z","2021-03-08T00:00:00.000Z","apartment",1,3,"https://i.ebayimg.com/00/s/ODAwWDU4Mw==/z/XdoAAOSwqAFgQQgb/$_57.JPG",396.77,"643 Rue Dufresne, Montréal, QC H2K 3H8, Canada","https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-chambre-a-sous-louer-grand-5-1-2-station-papineau/1553824351"
